date,open,high,low,close,volume,return_1h,ma_24,volatility_24,label
2026-01-30 15:00:00,83098.0,83616.46,82382.01,82883.94,1512.89136,-0.0025759946087751118,83345.94875,0.006323418519272541,Vendre
2026-01-30 16:00:00,82882.84,83493.6,82549.35,83149.0,956.54558,0.003197965733771735,83257.57375,0.006299452066726742,Vendre
2026-01-30 17:00:00,83149.0,83475.8,82641.6,82943.23,1094.09504,-0.002474714067517425,83202.63916666668,0.005877793575437217,Vendre
2026-01-30 18:00:00,82943.23,84160.0,81871.37,83931.13,2213.77003,0.011910556171974562,83221.56041666666,0.006108338329498323,Vendre
2026-01-30 19:00:00,83931.13,84621.16,83917.36,84242.99,1851.84536,0.0037156654509478138,83231.18041666667,0.006014119900567846,Vendre
2026-01-30 20:00:00,84243.0,84299.99,83539.2,83906.34,2390.62988,-0.003996178198328537,83218.24,0.0060501508640443845,Vendre
2026-01-30 21:00:00,83906.34,84523.11,83790.44,84273.7,835.94444,0.004378215043106426,83207.70375,0.006071025570962736,Vendre
2026-01-30 22:00:00,84273.71,84327.06,83918.42,84219.99,454.50219,-0.0006373281344000947,83193.11791666667,0.006070451437930421,Vendre
2026-01-30 23:00:00,84220.0,84298.96,83933.82,84260.49,357.01742,0.00048088345771590824,83176.88166666667,0.006067515062510238,Vendre
2026-01-31 00:00:00,84260.5,84270.02,84014.01,84067.83,380.99765,-0.002286480888017639,83171.70791666667,0.0059831530696947,Vendre
2026-01-31 01:00:00,84067.83,84266.22,83908.0,83999.99,474.79523,-0.0008069674214261635,83235.54,0.004119571067111766,Vendre
2026-01-31 02:00:00,84000.0,84183.42,83815.02,84130.01,514.80351,0.0015478573271257012,83317.42041666668,0.004010729178257979,Vendre
2026-01-31 03:00:00,84130.01,84232.0,84022.69,84022.69,356.74317,-0.001275644683745969,83373.51458333334,0.0038752016851113028,Vendre
2026-01-31 04:00:00,84022.7,84146.22,83941.43,83992.45,214.26773,-0.00035990278340292114,83417.41166666667,0.0038433141805821937,Vendre
2026-01-31 05:00:00,83992.44,84097.37,83903.7,84000.01,249.62585,9.00080900128053e-05,83462.65416666666,0.003840479397179353,Vendre
2026-01-31 06:00:00,84000.01,84050.51,83638.4,83786.09,407.33324,-0.0025466663634921005,83511.9575,0.003789153505326947,Vendre
2026-01-31 07:00:00,83786.09,83805.02,83404.67,83546.81,478.7189,-0.0028558439712367267,83542.36708333333,0.0038275767270473677,Vendre
2026-01-31 08:00:00,83546.82,83629.08,82560.75,83074.07,1142.87539,-0.005658384802483707,83559.13249999999,0.0040009375310006605,Vendre
2026-01-31 09:00:00,83074.08,83300.0,82894.0,83109.1,471.08907,0.0004216718887133375,83590.19,0.003912155592482433,Vendre
2026-01-31 10:00:00,83109.1,83203.26,82917.32,83160.0,515.13254,0.0006124479750111433,83603.77666666667,0.003745244736208377,Vendre
2026-01-31 11:00:00,83160.0,83160.0,82851.97,83020.0,279.69189,-0.0016835016835017313,83598.30333333333,0.003679426276554799,Vendre
2026-01-31 12:00:00,83020.0,83140.0,82720.0,82762.0,537.57574,-0.0031076848952059644,83596.69916666667,0.0036314562997264706,Vendre
2026-01-31 13:00:00,82761.99,82919.29,82478.59,82767.99,539.85854,7.237621130484762e-05,83597.82708333334,0.003628354393355843,Vendre
2026-01-31 14:00:00,82768.0,82928.2,80825.76,81479.99,4166.24097,-0.015561571568912136,83530.41,0.004711968397110043,Vendre
2026-01-31 15:00:00,81480.0,81789.68,81088.0,81302.15,1568.15407,-0.0021826217700813277,83464.50208333333,0.004706232828771997,Vendre
2026-01-31 16:00:00,81302.16,82200.0,80098.01,80365.04,5113.56418,-0.011526263450597596,83348.50374999999,0.005106228961404984,Vendre
2026-01-31 17:00:00,80365.05,80550.74,78159.9,78893.92,6669.26832,-0.018305472130667688,83179.78249999999,0.006163420788977018,Vendre
2026-01-31 18:00:00,78893.92,79143.64,75719.9,78038.38,7783.32311,-0.010844181655569773,82934.25125,0.00564878047972447,Vendre
2026-01-31 19:00:00,78038.39,78576.3,77194.0,77750.01,2463.45994,-0.0036952330378976495,82663.71041666667,0.005464511942108005,Vendre
2026-01-31 20:00:00,77750.01,78141.95,77092.34,77999.03,1378.50317,0.0032028291700541,82417.5725,0.00562122933789825,Vendre
2026-01-31 21:00:00,77999.02,78365.02,77372.69,78292.0,1330.5666,0.00375607235115627,82168.335,0.005586949178120296,Vendre
2026-01-31 22:00:00,78292.0,78499.94,78000.0,78155.17,902.43744,-0.0017476881418280188,81915.63416666667,0.005570693301748053,Vendre
2026-01-31 23:00:00,78155.16,79240.0,78078.67,78741.09,1552.86508,0.00749688088452749,81685.65916666666,0.005938410791448359,Vendre
2026-02-01 00:00:00,78741.1,79424.0,78644.09,78902.31,1738.02598,0.0020474697518158003,81470.42916666665,0.006020097255312828,Vendre
2026-02-01 01:00:00,78902.31,78943.62,78284.0,78532.17,1163.10084,-0.004691117408349599,81242.60333333333,0.006021411967872251,Vendre
2026-02-01 02:00:00,78532.32,79060.44,78378.0,78900.01,762.94469,0.004683940352087523,81024.68666666666,0.0061520936499533125,Vendre
2026-02-01 03:00:00,78900.01,79008.36,78666.73,78868.28,594.31033,-0.00040215457513881336,80809.91958333334,0.00616316649162941,Vendre
2026-02-01 04:00:00,78868.29,79119.3,78720.97,78971.75,441.04188,0.0013119342782674792,80600.72375,0.006199118461792103,Vendre
2026-02-01 05:00:00,78973.22,79006.0,78527.13,78620.91,744.7428,-0.004442601309962102,80376.59458333334,0.006184334456809231,Vendre
2026-02-01 06:00:00,78620.9,78824.1,78266.63,78300.0,568.62406,-0.004081738560390624,80148.00749999999,0.006190234930023081,Vendre
2026-02-01 07:00:00,78300.01,78724.01,77967.69,78343.0,808.74546,0.0005491698595145866,79931.18208333333,0.0062277861788711105,Vendre
2026-02-01 08:00:00,78343.0,78863.0,78252.64,78604.02,567.72389,0.003331759059520323,79744.93000000001,0.006309265956288257,Vendre
2026-02-01 09:00:00,78604.02,79136.1,78551.15,79034.45,479.76229,0.005475928584822931,79575.15291666666,0.006485353881556816,Vendre
2026-02-01 10:00:00,79034.45,79220.72,78148.1,78279.73,863.43565,-0.009549253521723755,79371.80833333333,0.006632508009427225,Vendre
2026-02-01 11:00:00,78279.73,78877.89,78279.72,78743.56,539.38656,0.00592528870500697,79193.62333333334,0.006851252820896669,Vendre
2026-02-01 12:00:00,78743.57,78760.0,78244.0,78459.67,620.90729,-0.003605247210057505,79014.35958333332,0.006854938589259372,Vendre
2026-02-01 13:00:00,78459.68,78768.68,78203.21,78317.51,482.47432,-0.0018118862850176054,78828.92291666666,0.006838561123454225,Vendre
2026-02-01 14:00:00,78317.51,78520.0,77236.68,78211.12,1658.37078,-0.0013584446185789245,78692.72,0.006226156858611076,Vendre
2026-02-01 15:00:00,78211.12,78254.2,76761.98,77593.4,2045.87767,-0.0078981096294235,78538.18875,0.0063539747251381345,Vendre
2026-02-01 16:00:00,77593.4,77838.48,77087.76,77494.77,1084.57336,-0.0012711132647879042,78418.59416666666,0.006015998541557668,Vendre
2026-02-01 17:00:00,77494.77,77748.0,77300.0,77745.32,549.82327,0.0032331214093546112,78370.73583333332,0.004903114098612446,Vendre
2026-02-01 18:00:00,77745.33,78443.1,77727.27,78029.28,791.63632,0.003652438500478139,78370.35666666667,0.004458976813233291,Vendre
2026-02-01 19:00:00,78029.29,78106.1,77000.01,77174.78,457.49789,-0.010951017361687798,78346.38875,0.004940697054664899,Vendre
2026-02-01 20:00:00,77174.77,77740.91,76606.0,77103.04,1125.71882,-0.0009295782896951987,78309.05583333333,0.004885095686207905,Vendre
2026-02-01 21:00:00,77103.04,77161.26,76359.87,76526.03,1221.6059,-0.007483621916853034,78235.47374999999,0.004999769117118416,Vendre
2026-02-01 22:00:00,76526.03,77779.63,76456.78,77249.31,1235.13318,0.009451424567562094,78197.72958333333,0.005425419259634911,Vendre
2026-02-01 23:00:00,77249.31,77610.72,75700.0,76968.21,4850.01845,-0.0036388674539615806,78123.85958333332,0.005185174381872541,Vendre
2026-02-02 00:00:00,76968.22,78231.26,76606.39,77672.61,1960.16053,0.009151830346580736,78072.62208333334,0.005552641590791188,Vendre
2026-02-02 01:00:00,77672.61,77942.28,76619.69,77518.87,1238.02224,-0.0019793335128046596,78030.40125,0.0054938906093729535,Vendre
2026-02-02 02:00:00,77518.87,77555.62,76449.84,76491.17,1406.18164,-0.013257417194032839,77930.03291666666,0.005955342394576789,Vendre
2026-02-02 03:00:00,76491.18,76575.93,74604.0,76292.98,6845.40126,-0.0025910180220801715,77822.72875,0.0059581689996843325,Vendre
2026-02-02 04:00:00,76292.98,76621.28,75335.9,75894.15,2387.03559,-0.005227610718574693,77694.49541666666,0.005979905882662999,Vendre
2026-02-02 05:00:00,75894.15,75999.99,74911.14,75502.1,2327.56014,-0.005165747294093026,77564.545,0.005996452217146364,Vendre
2026-02-02 06:00:00,75502.1,76834.71,74957.51,76549.32,3207.27225,0.01387007778591598,77491.59999999999,0.0067540473702072225,Vendre
2026-02-02 07:00:00,76549.32,76958.0,76327.9,76660.79,1646.53051,0.0014561853717314222,77421.50791666667,0.006765153342801944,Vendre
2026-02-02 08:00:00,76660.78,77191.15,76628.28,76881.28,1422.14452,0.002876176986957857,77349.72708333333,0.006753444502903685,Vendre
2026-02-02 09:00:00,76881.28,77815.0,76652.0,77725.33,2196.40917,0.01097861534043143,77295.18041666667,0.007065551788565376,Vendre
2026-02-02 10:00:00,77725.33,77876.69,77474.85,77504.54,1049.86427,-0.0028406440989058312,77262.88083333334,0.006827775539933092,Vendre
2026-02-02 11:00:00,77504.54,77970.62,77451.11,77759.99,983.08962,0.0032959359542035216,77221.89875000001,0.006742561704747213,Vendre
2026-02-02 12:00:00,77760.0,78434.0,77706.0,77988.51,1103.97039,0.002938786386160741,77202.26708333334,0.006743922989981114,Vendre
2026-02-02 13:00:00,77988.5,78458.0,77800.0,78224.79,960.76337,0.0030296770639675064,77198.40375,0.006766894245233699,Vendre
2026-02-02 14:00:00,78224.8,78885.0,77626.44,77844.79,2220.07608,-0.004857795080050686,77183.14,0.006834186274208119,Vendre
2026-02-02 15:00:00,77844.78,79360.0,77564.62,78850.06,3238.00821,0.012913773677082352,77235.50083333334,0.007125548406885093,Vendre
2026-02-02 16:00:00,78850.06,79288.28,78584.0,78634.76,1987.74899,-0.002730498873431464,77283.00041666666,0.007149234356863152,Vendre
2026-02-02 17:00:00,78634.75,79213.99,78603.93,78988.64,1407.01094,0.00450029986738687,77334.80541666666,0.0071739076094176155,Vendre
2026-02-02 18:00:00,78988.65,78988.65,78369.13,78569.84,992.65857,-0.0053020282410231045,77357.32875,0.007245412967705925,Vendre
2026-02-02 19:00:00,78569.83,78697.99,78283.27,78341.5,1074.65868,-0.0029062042127105947,77405.94208333333,0.0068784468600535335,Vendre
2026-02-02 20:00:00,78341.5,78667.38,77888.0,78008.59,902.54602,-0.004249471863571719,77443.67333333334,0.006944616537721086,Vendre
2026-02-02 21:00:00,78008.59,78552.76,77922.0,78532.06,507.24426,0.0067104148402119534,77527.25791666667,0.006837869159402153,Vendre
2026-02-02 22:00:00,78532.07,78853.35,78528.21,78795.2,488.24484,0.0033507334456781557,77591.67,0.00662400345634505,Vendre
2026-02-02 23:00:00,78795.2,78962.78,78560.0,78738.61,720.98807,-0.0007181909557941735,77665.43666666666,0.00656457092896955,Vendre
2026-02-03 00:00:00,78738.6,79099.99,78408.05,79065.24,994.28607,0.004148282526196478,77723.46291666666,0.006369952023502289,Vendre
2026-02-03 01:00:00,79065.24,79186.81,78716.79,79017.63,990.1874,-0.0006021609496157376,77785.91125,0.006350374199727869,Vendre
2026-02-03 02:00:00,79017.64,79017.64,77800.0,77808.01,959.76758,-0.015308229315407318,77840.77958333334,0.006558391389845996,Vendre
2026-02-03 03:00:00,77808.02,78907.18,77644.09,78753.32,1068.28743,0.01214926329564281,77943.29375,0.006914207381343408,Vendre
2026-02-03 04:00:00,78753.32,78999.99,78488.0,78798.39,719.00577,0.0005722933331571145,78064.30375,0.006774395473775713,Vendre
2026-02-03 05:00:00,78798.38,78809.78,78218.98,78240.45,581.74505,-0.007080601519904195,78178.40166666666,0.006868024091135973,Vendre
2026-02-03 06:00:00,78240.45,78665.91,77950.0,78594.17,881.03721,0.004520935142883209,78263.60375,0.006384496623977105,Vendre
2026-02-03 07:00:00,78594.01,78923.93,78488.01,78794.67,705.05984,0.0025510798065555562,78352.51541666668,0.006390922559628945,Vendre
2026-02-03 08:00:00,78794.67,79084.29,78464.6,78747.96,840.3253,-0.000592806594659101,78430.29375,0.006389747869070955,Vendre
2026-02-03 09:00:00,78747.96,78841.35,77950.0,78400.01,972.9435,-0.004418527159306906,78458.40541666666,0.006113345307177687,Vendre
2026-02-03 10:00:00,78400.01,78560.0,78070.0,78120.36,505.87116,-0.0035669638307442852,78484.06458333333,0.006131742140488119,Vendre
2026-02-03 11:00:00,78120.36,78349.24,78004.08,78079.5,475.83471,-0.0005230390643361504,78497.37749999999,0.006101387713818353,Vendre
2026-02-03 12:00:00,78079.5,78416.9,78000.0,78330.26,933.6271,0.0032115984349283533,78511.61708333333,0.006106985559906605,Vendre
2026-02-03 13:00:00,78330.26,78458.89,78187.91,78307.65,529.49211,-0.0002886496227639812,78515.06958333333,0.006077630687834332,Vendre
2026-02-03 14:00:00,78307.65,78434.61,77156.24,77201.22,2011.4149,-0.014129270894989054,78488.25416666667,0.006669747785096518,Vendre
2026-02-03 15:00:00,77201.21,78196.83,77055.54,78132.33,2069.08407,0.012060819764247332,78458.34874999999,0.006598027574361362,Vendre
2026-02-03 16:00:00,78132.34,78134.53,76400.0,76488.08,3199.23624,-0.021044425527819266,78368.90375,0.007828407165533324,Vendre
2026-02-03 17:00:00,76488.08,76525.44,74882.28,74915.79,3210.53566,-0.02055601343372726,78199.20166666668,0.008671258103823107,Vendre
2026-02-03 18:00:00,74915.79,75302.76,73137.66,73139.13,8932.04301,-0.023715427682201473,77972.92208333332,0.009712745445548714,Vendre
2026-02-03 19:00:00,73139.12,75291.1,72945.5,74935.0,3497.82279,0.024554161363417926,77830.98458333332,0.01121714320065453,Vendre
2026-02-03 20:00:00,74935.0,76721.25,74586.54,76475.52,2122.86901,0.020558083672516325,77767.10666666667,0.012089724652397658,Vendre
2026-02-03 21:00:00,76475.53,76960.0,76124.05,76239.43,1110.97152,-0.003087131672985133,77671.58041666668,0.011991645661013583,Vendre
2026-02-03 22:00:00,76239.43,76299.19,75406.79,75708.83,1013.97922,-0.00695965329226611,77542.98166666667,0.012007519068393013,Vendre
2026-02-03 23:00:00,75708.82,76000.0,75428.16,75770.21,794.68224,0.0008107376642856323,77419.29833333332,0.012016422167613465,Vendre
2026-02-04 00:00:00,75770.21,76264.0,75467.22,75910.88,730.62893,0.0018565343820480251,77287.86666666667,0.011978377505248317,Vendre
2026-02-04 01:00:00,75910.88,76798.12,75910.88,76423.73,952.72942,0.006755948554409974,77179.78749999999,0.012099281554184941,Vendre
2026-02-04 02:00:00,76423.73,76610.04,75707.41,75963.35,853.38888,-0.006024045149327195,77102.92666666668,0.011776704736825261,Vendre
2026-02-04 03:00:00,75963.35,76971.52,75906.05,76698.17,1036.93598,0.009673349055827396,77017.29541666668,0.011667462822762212,Vendre
2026-02-04 04:00:00,76698.17,76830.69,76413.64,76479.75,577.39018,-0.0028477863291913597,76920.68541666666,0.01166785305141806,Vendre
2026-02-04 05:00:00,76479.75,76526.8,76105.3,76279.99,1056.73491,-0.002611933224153984,76838.99958333334,0.011605057154446949,Vendre
2026-02-04 06:00:00,76280.0,76780.0,76259.9,76652.68,609.34015,0.004885816057395687,76758.10416666667,0.011612830124848667,Vendre
2026-02-04 07:00:00,76652.68,76657.31,76335.46,76514.3,593.58526,-0.0018052858686740114,76663.08875000001,0.011589309297028233,Vendre
2026-02-04 08:00:00,76514.3,76600.0,76068.69,76587.26,736.19473,0.0009535472454167415,76573.05958333334,0.011596887061365713,Vendre
2026-02-04 09:00:00,76587.26,76607.69,75967.1,76119.0,632.82215,-0.006114071713754887,76478.0175,0.011623154910634191,Vendre
2026-02-04 10:00:00,76119.0,76338.65,76069.0,76302.1,440.91077,0.002405444107253185,76402.25666666667,0.011633416566771856,Vendre
2026-02-04 11:00:00,76302.1,76302.1,75666.0,76017.25,1102.73317,-0.0037331868978704996,76316.32958333334,0.011647150042634486,Vendre
2026-02-04 12:00:00,76017.25,76260.85,76000.0,76180.85,942.91713,0.0021521430990993906,76226.77083333333,0.011632295623612834,Vendre
2026-02-04 13:00:00,76180.84,76186.98,74867.0,74867.0,1563.62436,-0.017246460232460015,76083.41041666667,0.012087392648428643,Vendre
2026-02-04 14:00:00,74867.0,75769.23,74256.0,74359.53,2801.90282,-0.006778286828642788,75965.00666666667,0.011852246620085705,Vendre
2026-02-04 15:00:00,74359.53,75328.28,73794.11,74136.36,3644.50098,-0.003001229297710739,75798.50791666667,0.011496741918149804,Vendre
2026-02-04 16:00:00,74136.48,74249.83,73076.92,73636.01,3089.62892,-0.006749049993822309,75679.67166666668,0.010824394147540913,Vendre
2026-02-04 17:00:00,73635.63,73863.92,72169.0,72576.08,5764.80542,-0.014394180238717302,75582.18375,0.010418877595799436,Vendre
2026-02-04 18:00:00,72576.08,74140.0,72273.68,73425.96,3480.01439,0.01171019432297804,75594.135,0.009575929060927323,Vendre
2026-02-04 19:00:00,73425.97,74007.28,73041.41,73923.29,1609.77508,0.006773217537775267,75551.98041666667,0.008199190570658385,Vendre
2026-02-04 20:00:00,73923.3,74144.0,73425.56,73516.3,1052.61663,-0.005505572059901431,75428.67958333333,0.006908557032036581,Vendre
2026-02-04 21:00:00,73516.3,73654.0,72210.0,72799.99,1379.23839,-0.009743553470454858,75285.36958333333,0.007100951085271574,Vendre
2026-02-04 22:00:00,72800.0,73680.0,71888.0,72543.38,2426.62344,-0.003524863121547095,75153.47583333334,0.007028733669106526,Vendre
2026-02-04 23:00:00,72543.38,73520.59,72468.12,73165.83,1296.31791,0.00858038321346477,75044.96,0.007324710338094801,Vendre
2026-02-05 00:00:00,73165.84,73325.6,72754.21,72868.02,1031.56586,-0.004070342672255589,74918.17416666666,0.007308963617014981,Vendre
2026-02-05 01:00:00,72868.02,73341.18,71995.09,72421.26,1796.49365,-0.0061310846651247974,74751.40458333334,0.007133733656504476,Vendre
