date,open,high,low,close,volume,future_return,label
2026-02-23 00:00:00,67643.39,67684.86,66715.01,66740.47,765.22691,-0.011963805469155389,Attendre
2026-02-23 01:00:00,66740.47,66740.47,64290.71,64427.65,7324.06208,0.02084058630106793,Acheter
2026-02-23 02:00:00,64427.64,64916.85,64325.98,64783.56,1843.2569,0.018176988112416283,Attendre
2026-02-23 03:00:00,64783.56,65079.79,64700.0,64934.17,1090.11911,0.013294233221122253,Attendre
2026-02-23 04:00:00,64934.18,65040.29,64685.64,64808.31,792.86138,0.01319105528287961,Attendre
2026-02-23 05:00:00,64808.31,65294.8,64796.85,65070.9,1215.1894,0.007993281174841556,Attendre
2026-02-23 06:00:00,65070.9,65802.09,65033.9,65757.32,1085.08146,-0.03864680008248519,Vendre
2026-02-23 07:00:00,65757.33,66015.22,65641.55,65958.94,1026.69503,-0.03233739050384985,Vendre
2026-02-23 08:00:00,65958.94,65958.94,65565.78,65676.44,895.54696,-0.03354566721338738,Vendre
2026-02-23 09:00:00,65676.44,66456.5,65672.76,66404.91,974.96031,-0.04135793573095728,Vendre
2026-02-23 10:00:00,66404.92,66600.0,66220.0,66319.69,789.042,-0.03482072971088983,Vendre
2026-02-23 11:00:00,66319.69,66487.37,66114.22,66207.23,534.45165,-0.03569141919998766,Vendre
2026-02-23 12:00:00,66207.23,66511.51,65886.51,66280.4,754.07687,-0.03414599187693484,Vendre
2026-02-23 13:00:00,66280.4,66430.52,66103.35,66132.66,807.41354,-0.015517597507797224,Attendre
2026-02-23 14:00:00,66132.65,66264.95,65529.73,65923.53,971.74614,-0.02257039330266444,Vendre
2026-02-23 15:00:00,65923.52,66250.0,65579.53,65660.1,1263.10354,-0.012472110155178037,Attendre
2026-02-23 16:00:00,65660.1,65724.28,65178.83,65364.65,1502.46383,-0.004136027654091295,Attendre
2026-02-23 17:00:00,65364.66,65451.01,64152.04,64813.26,2524.7894,0.009710358651917841,Attendre
2026-02-23 18:00:00,64813.27,65194.51,64586.0,64635.49,994.68933,0.019746891375001546,Attendre
2026-02-23 19:00:00,64635.49,64855.18,64048.71,64295.1,2158.00321,0.032147239836317176,Acheter
2026-02-23 20:00:00,64295.11,64487.94,63888.79,64473.14,1313.21455,0.03856613777458327,Acheter
2026-02-23 21:00:00,64473.14,64783.54,64459.44,64580.66,593.24685,0.03317649587353238,Acheter
2026-02-23 22:00:00,64580.66,65035.98,64555.59,64725.56,1451.85665,0.036740972190893395,Acheter
2026-02-23 23:00:00,64725.56,64900.63,64538.9,64656.02,404.81213,0.03583950883459882,Acheter
2026-02-24 00:00:00,64656.01,65026.75,64656.01,64941.43,437.59997,0.028485051838248607,Acheter
2026-02-24 01:00:00,64941.42,64941.42,63433.84,64160.27,2402.75927,0.04954919921627518,Acheter
2026-02-24 02:00:00,64160.26,64500.0,64000.0,64109.81,599.63527,0.05476291381927347,Acheter
2026-02-24 03:00:00,64109.8,64109.8,63342.9,63595.51,1312.76931,0.061429651244246666,Acheter
2026-02-24 04:00:00,63595.51,63628.52,62868.69,63378.84,2096.9105,0.06260228177101386,Acheter
2026-02-24 05:00:00,63378.84,63551.58,62700.8,63104.79,1274.07037,0.06635470936516856,Acheter
2026-02-24 06:00:00,63104.79,63322.28,62900.0,63082.79,677.94768,0.060934051902269894,Acheter
2026-02-24 07:00:00,63082.79,63367.2,62866.42,63192.96,890.96125,0.06248211826127468,Acheter
2026-02-24 08:00:00,63192.79,63444.66,63009.92,63392.15,669.14656,0.049974484222415516,Acheter
2026-02-24 09:00:00,63392.15,63411.8,62908.92,63249.99,657.17066,0.04996190513231708,Acheter
2026-02-24 10:00:00,63250.0,63369.71,63112.7,63284.5,447.19211,0.05028972339198378,Acheter
2026-02-24 11:00:00,63284.51,63317.95,63063.63,63227.1,461.08382,0.0512585584345953,Acheter
2026-02-24 12:00:00,63227.11,63343.59,62965.21,62969.05,642.15852,0.05284230903912308,Acheter
2026-02-24 13:00:00,62969.04,63100.0,62510.28,62900.0,2362.19948,0.06414610492845776,Acheter
2026-02-24 14:00:00,62900.01,63834.21,62762.03,63453.99,1408.18955,0.05348457992948915,Acheter
2026-02-24 15:00:00,63454.0,64031.76,63300.0,63973.97,1127.10688,0.04483776761079541,Acheter
2026-02-24 16:00:00,63973.98,64428.9,63689.54,64265.52,1423.20973,0.02909694031885217,Acheter
2026-02-24 17:00:00,64265.53,64520.0,64042.8,64219.71,1017.32505,0.027404359191282576,Acheter
2026-02-24 18:00:00,64219.7,64500.0,63872.72,64435.06,809.89318,0.029204132036192782,Acheter
2026-02-24 19:00:00,64435.05,64743.11,64250.52,64435.03,722.29463,0.023700462310640647,Acheter
2026-02-24 20:00:00,64435.03,64591.99,64318.03,64472.9,409.22444,0.012828645834141143,Attendre
2026-02-24 21:00:00,64472.9,64472.9,63820.5,64042.66,576.40912,0.025350914531032807,Acheter
2026-02-24 22:00:00,64042.66,64227.81,63973.79,64120.95,288.16182,0.017899921944387942,Attendre
2026-02-24 23:00:00,64120.96,64248.65,63853.99,64058.15,389.41705,0.026824377538221127,Acheter
2026-02-25 00:00:00,64058.15,64319.29,63913.27,64224.3,292.38037,0.03545729575877045,Acheter
